id,EAP,HPL,MWS
id00397,0.0013617918565900294,1.312399569940667e-07,0.9986380769034529
id14691,0.0008376710693335261,0.18216007989916191,0.8170022490315045
id05193,0.022741103113296756,3.4767405270699648e-06,0.9772554201461762
id19541,0.9998915032434457,0.00010498000939143518,3.5167471628033374e-06
id22166,7.101211888858596e-07,1.218509727519364e-05,0.999987104781536
id20744,5.513655954266973e-07,5.331453882376485e-08,0.9999993953198658
id10392,3.888115076556684e-09,0.0031250477859564186,0.9968749483259286
id00770,0.9997701395824553,1.2415892046949741e-05,0.00021744452549775554
id06018,0.4496279997766339,0.5503677881332333,4.2120901326617725e-06
id15678,0.8052098513050734,0.005022729235740355,0.1897674194591863
id08305,0.961150839526861,0.03883574408999383,1.3416383145239546e-05
id08903,0.23926626888637076,2.4794097534072853e-05,0.7607089370160952
id14752,0.42933393337754283,0.5705560269617808,0.00011003966067631006
id12468,0.24680909041954543,0.7531742628593734,1.664672108123836e-05
id05085,0.45397893601119876,0.5365287387498356,0.00949232523896554
id21993,0.21855732820231175,4.852434690520512e-07,0.7814421865542193
id15503,0.9882761746007096,0.011382614858733393,0.0003412105405568968
id03021,1.2336051368998416e-06,0.9053289040842334,0.0946698623106298
id16123,0.9997078269914627,0.0002080279442567238,8.414506428058381e-05
id19383,0.9918676346084567,0.007594850411345142,0.0005375149801981632
id04186,0.9932551853810595,2.1697759508373719e-07,0.006744597641345424
id17954,1.4710976431007726e-07,3.14260126302024e-05,0.9999684268776055
id12030,0.005596352860098188,2.6354664787100862e-08,0.9944036207852371
id13020,0.9929132385420181,0.0069949626670341505,9.179879094777909e-05
id25327,3.0591779051853364e-06,0.885207731112637,0.11478920970945793
id16344,0.0035321656555684536,0.00017256460423325165,0.9962952697401983
id12303,0.04719472385457758,0.9527930698630406,1.2206282381699732e-05
id15017,0.9995636000266676,0.0004358578494198831,5.42123912579928e-07
id22308,0.0020901626384564236,0.009026814612367996,0.9888830227491755
id06536,0.0013432375985826348,0.02321026670425507,0.9754464956971624
id19797,0.0002145656915323118,0.9990269212349523,0.0007585130735154397
id06332,0.34408523886596587,0.016633651348677288,0.6392811097853569
id22941,0.00032004122336813846,0.005163838451228098,0.9945161203254037
id13547,7.263433050570613e-07,0.061388234663693676,0.9386110389930012
id06928,0.13040640933126285,7.155995364826699e-06,0.8695864346733723
id12521,0.8185738608967451,0.14926934698360558,0.032156792119649315
id25716,0.5185244090909654,0.00013039989585318323,0.4813451910131814
id27116,4.375958342258513e-07,1.566791195340158e-09,0.9999995608373746
id19941,0.0022175631902385134,0.9977230894798281,5.934732993329489e-05
id05711,1.3806807040599483e-07,1.071426157159529e-06,0.9999987905057726
id02097,1.5657250535433087e-05,0.006299105294893277,0.9936852374545713
id03563,2.452512128641995e-07,0.9998372572240041,0.00016249752478313142
id02295,0.00018442519941984538,0.9977919669952496,0.002023607805330601
id08179,0.9999074838853614,2.566789804960329e-07,9.22594356580237e-05
id05332,0.3575207272279579,0.6423779873740503,0.00010128539799169715
id15697,0.6567213431157456,0.0011929748218167662,0.34208568206243767
id17026,0.004348201167150788,0.0004504325921185928,0.9952013662407306
id04243,0.9874748587421629,0.012419292336043917,0.00010584892179309158
id13175,0.9971148988796469,0.0026159851604778107,0.0002691159598753423
id05387,0.9848638555984367,0.0048892725333862,0.010246871868177103
id19989,0.9906788882504278,0.006582315063979446,0.0027387966855927865
id25173,1.2753452837115116e-05,0.011137121710851723,0.9888501248363111
id08925,0.005584784552417322,0.9943910771616719,2.4138285910835017e-05
id03034,0.00013768056212244052,0.988023688093418,0.011838631344459423
id13272,1.7744879535910904e-05,0.9980173353166056,0.0019649198038585013
id07956,0.9384764713201048,3.6552306454661466e-06,0.06151987344924969
id02648,1.6511074840119956e-08,0.0011988377018237173,0.9988011457871014
id01778,0.01498878035931673,0.00011480510922360479,0.9848964145314597
id12846,0.00038644032139390096,2.6475052533162e-06,0.9996109121733529
id19001,0.051744801159036076,0.0017964304980952603,0.9464587683428687
id05763,0.9992292448796009,0.00015010830542455718,0.0006206468149746432
id15590,7.055273073692233e-06,2.4989372373688793e-07,0.9999926948332025
id04912,0.3542308148023443,0.6434415833745885,0.002327601823067144
id21201,0.8959869342478343,0.06048932153243582,0.04352374421972981
id13215,0.9643006508284736,1.6562066835665597e-09,0.03569934751531984
id15612,6.893781300263468e-05,0.9962026964910189,0.003728365695978326
id18501,0.23051521678897652,0.0021847223460217946,0.7673000608650016
id07223,0.9929310718398062,0.006618448747927202,0.00045047941226654636
id06707,0.0018660666448680288,0.4042885731767291,0.5938453601784028
id05238,1.4423405879295192e-07,0.9999897651683756,1.0090597565758938e-05
id00935,1.8106188439068067e-06,0.4731376149497481,0.526860574431408
id00110,0.006067203164814433,0.000931984074895215,0.9930008127602904
id17476,0.6491669025150485,0.35082919546833385,3.902016617754049e-06
id15170,0.9986692425513631,0.0013161763834976042,1.4581065139238097e-05
id13397,0.0016270773517113133,0.0012099172356151615,0.9971630054126736
id24283,0.9761474640567906,0.023804167479919584,4.836846328965753e-05
id15234,0.9561093090323763,0.04388926505616227,1.425911461383158e-06
id16884,0.7777886044809529,0.10247505795334873,0.11973633756569829
id07831,0.21332871232300535,0.2260542571174722,0.5606170305595225
id16038,0.9924787983179223,0.007491082222258987,3.0119459818717842e-05
id03629,0.999663791686175,0.00012910550007241747,0.0002071028137525834
id21019,0.9876511730977834,0.004873549839629996,0.007475277062586687
id21835,0.013555887939990718,0.03706493314998161,0.9493791789100278
id04480,0.07916835779144175,0.9208302442913837,1.3979171746607001e-06
id20838,0.8114391888895207,0.18408476510712052,0.004476046003358821
id24195,0.6226610131493131,0.23883279149837347,0.13850619535231334
id05448,0.48346201852579235,0.5164985247038333,3.945677037424833e-05
id15957,0.0034181926161042796,0.9965153300903624,6.647729353340721e-05
id19956,1.7842904061153533e-06,1.0472622979974544e-07,0.9999981109833641
id15104,5.789913089866584e-05,0.0010046117924485166,0.9989374890766528
id17559,0.9430953300756001,0.007983919875590134,0.04892075004880981
id16839,0.018211998470565448,0.09123455426530194,0.8905534472641327
id14493,0.9136663169398257,0.00032967706041140776,0.08600400599976286
id08833,0.6170787214879935,1.1203355537883331e-06,0.3829201581764528
id15723,0.0018911474140113221,1.2372095955704608e-06,0.998107615376393
id02716,0.9984779564959785,5.0161930937943684e-06,0.0015170273109276911
id06689,0.003966605264504906,0.9944011785551182,0.00163221618037688
id18837,0.006406252804741936,0.00015230216589208028,0.9934414450293659
id04466,0.5209247704199503,0.47906702209248564,8.207487564009153e-06
id00686,0.9594012325118113,0.0006391304856836735,0.03995963700250506
id09010,0.3805894437426779,0.6194034293960388,7.126861283225645e-06
id23353,0.9999903291371375,9.396507879666309e-09,9.66146635473973e-06
id00066,0.9793414169923995,0.020649069518317315,9.513489283054165e-06
id15724,0.5056926742532138,0.48522729439909645,0.009080031347689813
id23486,0.011409107509676273,3.0200578722363897e-08,0.9885908622897449
id22258,4.236485661067021e-06,6.13039936461544e-05,0.9999344595206928
id02292,0.23161734485716515,0.7548567248840269,0.01352593025880806
id16356,0.5899153643302588,2.9752240383784163e-06,0.41008166044570277
id00235,0.36789215037133255,1.4288981545906495e-05,0.6320935606471215
id25522,0.002392069769890348,0.0002451180439250805,0.9973628121861846
id04204,0.23992916744150464,0.7600702692674076,5.63291087686543e-07
id22016,0.587028610345801,1.6303036600214155e-05,0.41295508661759883
id06480,1.932115831960472e-06,0.9989560783336793,0.0010419895504886684
id08718,0.03846743018919662,6.876876616961625e-07,0.9615318821231417
id05251,6.341315328848589e-06,0.9997007825487761,0.0002928761358949966
id03359,0.23284044955480374,0.0011431226188687918,0.7660164278263275
id16117,0.002433154816851253,9.57648313164826e-07,0.9975658875348355
id17000,7.746740904196998e-05,0.999878493300603,4.403929035492204e-05
id01730,0.0005749979811229404,0.9965627456257695,0.0028622563931075254
id00630,0.991436306054463,0.008560021673781034,3.6722717557870305e-06
id18175,0.007774508553025671,0.001423853678126691,0.9908016377688478
id00907,0.9551601985263514,0.003682734340861054,0.04115706713278745
id18251,0.0022893900663352776,0.9975192735619958,0.00019133637166887706
id25861,0.054522396144060264,0.9449667159247247,0.0005108879312151267
id00398,0.9578294798294809,0.0411244136617926,0.0010461065087265142
id27573,0.992130394807535,2.445435297010106e-07,0.007869360648935318
id10022,2.0917580035982573e-05,0.6569928896983632,0.34298619272160075
id15901,0.035355231907628466,1.7111320066889718e-06,0.9646430569603648
id00451,0.000352771283285696,0.06301409525705973,0.9366331334596546
id23129,0.00013717641984296118,0.9997830885601976,7.973501995952953e-05
id26498,0.05656166470221096,0.0017583536076282616,0.9416799816901608
id14741,0.059754643768606154,0.9333295635260695,0.006915792705324264
id18453,0.09217054342812402,5.908448581903431e-05,0.9077703720860569
id08309,0.7687064379126716,0.23129200732806734,1.5547592610603215e-06
id00320,0.9980164279551809,0.0015250819901699395,0.00045849005464925196
id07688,0.38584813674829543,0.557117090178736,0.05703477307296867
id01556,4.535753942570886e-05,5.528281676903436e-08,0.9999545871777575
id00178,0.07697001158754183,0.01818733873223449,0.9048426496802237
id18902,3.148012075550241e-05,0.3139529829487569,0.6860155369304877
id27002,0.41179766578666266,0.5882013604749939,9.737383434074175e-07
id21418,0.9997028884916069,0.00026283927025024683,3.427223814279001e-05
id23018,0.0002632333917073117,0.02259482384966947,0.9771419427586233
id07032,0.04484461734508152,0.004698785572066654,0.9504565970828519
id16195,0.9589496848875514,0.0008064848463004037,0.040243830266148216
id11202,2.4840892787170733e-05,0.9623819427377126,0.03759321636950028
id09578,0.8403799364711118,6.423497703539855e-08,0.1596199992939112
id26984,0.7347282579846706,1.968126445810212e-07,0.2652715452026848
id19856,0.04029960052286024,0.9596970991726759,3.3003044638836474e-06
id12086,0.5992396358335345,4.2792840056696805e-05,0.40071757132640884
id12052,0.007769786681418582,6.700506608122755e-07,0.9922295432679206
id17728,2.075781103936668e-05,3.1072382680202824e-05,0.9999481698062803
id24608,0.014128040290334126,0.0049748569104043645,0.9808971027992615
id21097,0.013764626377499613,0.04531874247780623,0.9409166311446941
id20179,1.5709954502963333e-07,0.0015133855500587554,0.9984864573503962
id15144,0.987841151645133,0.006588122947561834,0.005570725407305236
id00206,0.9999833328626455,1.014147851624633e-06,1.5652989502918468e-05
id22285,0.00015652136012670487,1.4635120812669327e-05,0.9998288435190607
id06417,0.17231539798923562,0.8078204157010958,0.01986418630966867
id00215,0.0022681015600071845,0.9977142197843174,1.7678655675348823e-05
id04201,0.16567626475898892,4.283133722689579e-06,0.8343194521072885
id21771,0.9979946364572381,0.0019780846128566493,2.7278929905271348e-05
id12451,8.55621154729144e-05,0.15830802937189228,0.8416064085126348
id14250,5.879412089981718e-06,0.6624142413774301,0.33757987921047994
id03433,0.2041337667774149,0.7956305177128584,0.00023571550972668515
id03303,9.037478150717535e-06,1.1465478661616671e-05,0.9999794970431877
id25901,0.00023111773917969795,0.9049626327882598,0.09480624947256042
id06945,0.9376185583960392,0.0005545334816774148,0.06182690812228333
id05664,0.9947924884984966,0.0048539207406934435,0.00035359076081003583
id05741,0.9999682007581365,5.077004883429915e-07,3.129154137522277e-05
id10652,0.9958102663035556,0.004137033886507371,5.2699809937036796e-05
id16300,0.8907996353148067,0.0829689204914486,0.02623144419374464
id12319,0.9917392642726978,0.0012989037445024327,0.006961831982799772
id07500,0.00019733985715701574,0.9993225072503754,0.00048015289246741607
id12478,0.05695304411798101,0.006398932737358795,0.9366480231446602
id03076,0.0005281929524296627,5.630163961804489e-06,0.9994661768836086
id00969,0.2542979348552813,0.09059706273419414,0.6551050024105247
id23636,3.721749227496674e-05,0.9862155425608651,0.013747239946859877
id09791,8.704967036114882e-05,0.3567765271586385,0.6431364231710003
id05680,0.0005024050942100867,0.982436224269217,0.01706137063657303
id03672,1.6794682844734484e-05,0.7295613358033933,0.27042186951376196
id04286,9.329343024218186e-07,0.9627516108425339,0.037247456223163646
id23883,2.1676038075011636e-05,0.003670637213015135,0.9963076867489099
id11914,0.0011502278639370356,0.00022968933212967808,0.9986200828039333
id20974,8.89979474794637e-05,0.9999051894058527,5.8126466678430706e-06
id26125,0.7756334410768444,0.20618329182871326,0.01818326709444236
id15543,0.014794079503056824,4.1759203471061564e-05,0.9851641612934721
id19471,0.9996083426567867,7.215946810474003e-05,0.00031949787510863857
id11503,0.2765642319598916,0.7041894271628224,0.019246340877286088
id09321,1.9882941178950395e-08,0.9304142925858135,0.06958568753124521
id25560,2.763823093683533e-12,6.131564040281629e-05,0.9999386843568332
id06726,0.0002375448053549534,0.4562368348997078,0.5435256202949373
id05709,0.9379218641212876,1.0087013270327423e-05,0.062068048865442045
id09788,0.00101302242402747,0.4071335326706373,0.5918534449053351
id05289,0.9992895516940536,0.0007090912211717353,1.3570847746827324e-06
id11815,0.00029382344646941815,0.9994990710472282,0.00020710550630254973
id22422,0.5585509798339003,5.467788543644432e-05,0.44139434228066327
id25954,0.6112451654317755,0.003590629357215467,0.385164205211009
id13601,0.9875576997297123,0.00010891352620779472,0.012333386744079942
id05677,0.9850509268698551,0.014453697282887095,0.0004953758472579446
id10498,0.39501042576966927,0.6049823468278589,7.227402471759391e-06
id02665,0.5834151524105001,0.41653368463152185,5.116295797806061e-05
id10114,0.000704719886024361,0.9613902812965583,0.03790499881741728
id26314,0.9835311650700267,0.0164612505347447,7.584395228733595e-06
id21240,0.3961075886138317,0.236778663040765,0.3671137483454033
id15569,0.9997452127038655,1.5420115655342664e-06,0.00025324528456903737
id25928,0.001798068172396171,0.03822073816804489,0.959981193659559
id22706,8.54347728056308e-05,0.9997639698240399,0.00015059540315439973
id20877,2.2366824075634577e-08,0.9942207011637292,0.005779276469446846
id04318,0.9950160326107915,0.0049827785870631405,1.188802145315308e-06
id18299,0.016994854420088478,0.24169997146313207,0.7413051741167793
id08126,0.00015864640253038904,1.058838421936143e-05,0.9998307652132502
id14293,0.4114654686172412,2.5277697622562096e-05,0.5885092536851362
id12759,0.809775468465414,7.78007667425993e-07,0.19022375352691845
id11983,0.00018006380619770237,0.028113337071218568,0.9717065991225837
id05580,0.1385010890338179,0.725688704897421,0.1358102060687612
id25846,0.3013711991371726,0.6731480905599967,0.0254807103028308
id01939,0.7739849137819803,2.6513478941542328e-05,0.22598857273907816
id26327,0.0009091366570847587,0.4199066106078509,0.5791842527350644
id11068,4.0878600213528265e-06,1.979759081310186e-07,0.9999957141640705
id08404,0.9994637624859666,0.00027578650769608665,0.0002604510063373937
id27189,0.3178708324875076,0.682069193283225,5.997422926745239e-05
id15119,9.62131570071147e-07,0.9910285654055292,0.008970472462900782
id26525,0.9994228860982611,6.168618315643219e-08,0.0005770522155557348
id03618,0.4074411739902717,0.5906191681098008,0.0019396578999276368
id27220,0.9983784316210335,0.0003431740922710394,0.0012783942866955928
id18777,0.000724217752178443,2.5765610481477475e-05,0.9992500166373401
id20213,0.9991219924170494,0.0004214166377677871,0.00045659094518294373
id20403,0.911355713689774,0.055424834392612095,0.03321945191761403
id03777,0.44861004121374265,0.019225814879161498,0.5321641439070958
id10595,0.6781599525703146,0.31849093990162997,0.0033491075280553464
id13816,0.5900359214239087,0.007151117529239772,0.40281296104685155
id05667,1.2665403444876983e-05,2.12999630291773e-06,0.9999852046002523
id24629,0.9977185294999944,0.0007036988266900981,0.0015777716733156786
id20398,0.0036491180647770086,0.09305528334967532,0.9032955985855478
id14108,7.323168874360054e-06,2.357832608655709e-06,0.9999903189985169
id06196,0.00017835879783955437,0.9997471807838624,7.446041829798242e-05
id02800,0.002681943438226772,0.9941178460816318,0.0032002104801414836
id18732,1.7680799176453137e-05,0.9972409732916032,0.0027413459092203497
id11915,0.00017263584401831187,0.9747262444267716,0.02510111972921019
id09739,0.9774790780712354,0.004584563008383578,0.01793635892038121
id24672,0.996432336426049,1.812806582655611e-05,0.0035495355081244235
id00414,6.808439836623029e-09,0.001232538695311315,0.9987674544962489
id16307,0.8608768267096493,0.1390952106748654,2.7962615485319053e-05
id14043,0.002783746494960107,1.4581224491451032e-06,0.9972147953825907
id00517,6.416346585032727e-08,6.0066826093013205e-06,0.9999939291539247
id09744,0.9991747703673445,7.787467907768279e-05,0.0007473549535778656
id19257,0.9995878899559621,0.0002742078406774666,0.0001379022033603245
id15437,0.607639090246209,0.3923255708389728,3.533891481806848e-05
id16352,0.00010197738220255402,0.006984553633217054,0.9929134689845803
id18849,0.1344434846378749,0.000274307475680054,0.865282207886445
id19434,1.658791939340226e-05,0.9999817332655713,1.6788150353702037e-06
id17928,0.017741604717545937,0.005442616052638938,0.9768157792298151
id16896,0.036448883340295814,0.002347828832259662,0.9612032878274445
id02135,5.274879012663649e-06,0.018433478290138524,0.9815612468308488
id15075,0.9924565247317026,0.007507186582423631,3.6288685873777114e-05
id27486,0.011490258558551951,0.9879929333369445,0.0005168081045036087
id19422,0.9997711503154452,0.00012465322156121711,0.0001041964629935905
id09603,0.0023945175326086786,0.9730276579814564,0.024577824485934895
id02133,0.013026083391239082,0.976592254167946,0.010381662440814841
id03441,0.5046276973920126,1.3072559446469608e-08,0.4953722895354279
id02398,3.859222501708329e-06,0.9991533674978613,0.0008427732796368727
id05152,2.4449590348071076e-05,1.4080183347984886e-06,0.9999741423913171
id17838,0.06427569448942395,0.00015310590146789123,0.9355711996091081
id25060,0.6037306410912711,0.39622779606531083,4.156284341814543e-05
id09998,0.06364112789991686,0.0005757583613536558,0.9357831137387295
id01828,6.036237367755002e-06,0.813916800054157,0.18607716370847535
id25377,0.6497818509660495,0.00013306957278081294,0.3500850794611698
id22175,0.008925796058403913,0.9910364094067758,3.779453482023126e-05
id02974,0.000126634106666018,0.00061271094632176,0.9992606549470122
id26955,0.9987434299790618,0.0012565686187415545,1.4021965395926957e-09
id21091,0.9785958051590831,5.958240077382438e-05,0.02134461244014306
id12802,0.9732710275702067,0.024562489223932595,0.0021664832058608686
id07432,9.439334174207742e-07,0.9984182198342014,0.001580836232381312
id18749,3.9247731453052714e-05,0.9874254350411736,0.012535317227373288
id15030,8.161521111552165e-07,0.00023479516726207506,0.9997643886806268
id17155,0.02081442656166771,0.9788366336812248,0.0003489397571076995
id08128,1.2657377758353257e-05,0.999287200273584,0.000700142348657659
id25706,1.907568790164181e-08,0.5354139317969192,0.464586049127393
id15645,0.9999980121365012,1.2810637874343832e-06,7.067997114807751e-07
id04943,0.8326925199446191,0.16408348523807906,0.0032239948173019327
id27566,0.002080980424947441,0.00016213616716688698,0.9977568834078856
id11765,0.0026780917453505713,0.002862800693333386,0.9944591075613161
id13783,0.615742516251586,0.38367605214425615,0.0005814316041577281
id00492,8.610004531368103e-06,7.308428520618897e-05,0.9999183057102624
id27636,0.014230500955965253,0.006735747378973682,0.979033751665061
id04273,0.9878340203895973,0.004955851439886492,0.00721012817051618
id02537,8.707003967144189e-05,0.0022469952832055618,0.9976659346771231
id24349,0.45730197943778633,0.5426852255766917,1.2794985521863578e-05
id00023,1.3096814251573983e-07,0.996674108265998,0.003325760765859548
id23025,0.2743997412798249,0.4548388233065239,0.27076143541365105
id08722,0.9997117294648081,4.422981259786525e-06,0.00028384755393214635
id02420,0.998653229539969,0.0013467232064373756,4.7253593603209584e-08
id10811,0.9985699104484049,0.00028058478017267913,0.0011495047714223576
id04019,1.0357614726090024e-06,0.001482520710156006,0.9985164435283713
id18334,0.9998590783728838,0.00013242984913755488,8.49177797866211e-06
id16781,0.21924158478531347,0.7802593720652228,0.0004990431494638302
id08773,0.8921723623975139,0.10152286304387284,0.00630477455861329
id19214,0.9849597992705736,0.0009021390490558935,0.014138061680370453
id09589,4.016392201779674e-05,0.6497055283685624,0.3502543077094198
id24246,0.9931493308941561,0.006495537375228615,0.0003551317306152784
id23577,0.7581678302525755,0.24183212101182328,4.873560129630877e-08
id09305,0.9794536703712677,1.6570217479450155e-05,0.02052975941125281
id16460,0.010463754410725999,0.007134510719889204,0.9824017348693848
id21115,0.34957950702226886,0.21482021019476988,0.4356002827829613
id25996,0.011711787751280796,0.004211004469815393,0.9840772077789038
id02551,0.0003145427759934289,0.005045900819008839,0.9946395564049978
id19352,2.9141221963765945e-06,2.6858183182518385e-05,0.9999702276946211
id03806,0.000205266456291104,2.8183646852968436e-06,0.9997919151790237
id26544,0.9999816470954827,4.705937438784702e-06,1.3646967078542244e-05
id18761,0.9860735989738517,0.0002846340396007842,0.013641766986547586
id24148,0.01092598984034695,0.9888095840974999,0.000264426062152998
id16095,0.0004425873135958217,0.8674460989635863,0.13211131372281779
id18442,0.8314942249628328,0.15872730335448787,0.009778471682679353
id22596,8.18070142102841e-10,5.597100618577233e-09,0.9999999935848292
id23002,0.00010901739716480384,9.481741482598012e-05,0.9997961651880092
id04797,0.9998135553627725,4.618964108960156e-05,0.00014025499613795536
id06610,0.0017641180954465847,3.6278460527723306e-06,0.9982322540585006
id16173,0.0004563169595160494,0.8891459851542848,0.11039769788619906
id18292,0.0003427740744945026,0.04605122041099011,0.9536060055145154
id27328,0.9962987826362917,2.578811884196007e-06,0.0036986385518240844
id01695,4.217783615383009e-05,0.9180137941299464,0.08194402803389982
id05761,0.21570505360520492,0.001127102867509426,0.7831678435272857
id16354,0.9940019571664145,1.3991992867337739e-05,0.005984050840718128
id12207,0.00035687316029964493,0.4281624987919214,0.571480628047779
